CSAFP,GEOID,NAME,NAMELSAD,LSAD,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON
408,408,"New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA CSA",M0,G3100,35879806156,8155066412,+41.0424552,-074.0076830
412,412,"North Port-Sarasota, FL","North Port-Sarasota, FL CSA",M0,G3100,6778251319,1291489669,+27.1771151,-082.1362139
416,416,"Oklahoma City-Shawnee, OK","Oklahoma City-Shawnee, OK CSA",M0,G3100,16315085707,196396817,+35.4002683,-097.4330755
420,420,"Omaha-Council Bluffs-Fremont, NE-IA","Omaha-Council Bluffs-Fremont, NE-IA CSA",M0,G3100,12635773471,185172193,+41.3225965,-096.0718621
422,422,"Orlando-Deltona-Daytona Beach, FL","Orlando-Deltona-Daytona Beach, FL CSA",M0,G3100,14538741309,2541249280,+28.6841404,-081.3727927
424,424,"Paducah-Mayfield, KY-IL","Paducah-Mayfield, KY-IL CSA",M0,G3100,4137494397,220924796,+37.0007643,-088.6603651
425,425,"Parkersburg-Marietta-Vienna, WV-OH","Parkersburg-Marietta-Vienna, WV-OH CSA",M0,G3100,3187609576,53835883,+39.2939948,-081.4807069
426,426,"Peoria-Canton, IL","Peoria-Canton, IL CSA",M0,G3100,8641613807,165908274,+40.7088861,-089.6974651
428,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD","Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",M0,G3100,19000154680,3025221480,+39.7356599,-075.2918838
430,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV","Pittsburgh-New Castle-Weirton, PA-OH-WV CSA",M0,G3100,18250842723,218235263,+40.4870610,-079.8421993
434,434,"Ponce-Coamo-Santa Isabel, PR","Ponce-Coamo-Santa Isabel, PR CSA",M0,G3100,1506274868,669896505,+18.0296637,-066.6288237
438,438,"Portland-Lewiston-South Portland, ME","Portland-Lewiston-South Portland, ME CSA",M0,G3100,6600218194,2087449086,+43.7286471,-070.3839894
440,440,"Portland-Vancouver-Salem, OR-WA","Portland-Vancouver-Salem, OR-WA CSA",M0,G3100,32925690245,514647595,+45.2872037,-122.6242062
444,444,"Pueblo-Cañon City, CO","Pueblo-Cañon City, CO CSA",M0,G3100,10150551426,32519609,+38.2830287,-104.8593962
446,446,"Pullman-Moscow, WA-ID","Pullman-Moscow, WA-ID CSA",M0,G3100,8378817754,50309657,+46.8631023,-117.2489510
448,448,"Quincy-Hannibal, IL-MO","Quincy-Hannibal, IL-MO CSA",M0,G3100,5871379930,112196666,+39.8806828,-091.4602348
450,450,"Raleigh-Durham-Chapel Hill, NC","Raleigh-Durham-Chapel Hill, NC CSA",M0,G3100,14272727696,301692107,+35.8617752,-078.7600076
452,452,"Rapid City-Spearfish, SD","Rapid City-Spearfish, SD CSA",M0,G3100,22285789415,56856989,+44.2198780,-103.0115843
454,454,"Redding-Red Bluff, CA","Redding-Red Bluff, CA CSA",M0,G3100,17417905017,218806231,+40.4866607,-122.1278347
456,456,"Reno-Carson City-Fernley, NV","Reno-Carson City-Fernley, NV CSA",M0,G3100,24400193479,787540800,+40.5007953,-119.7311608
458,458,"Richmond-Connersville, IN","Richmond-Connersville, IN CSA",M0,G3100,1597410537,7098659,+39.7858342,-085.0620852
462,462,"Rochester-Austin, MN","Rochester-Austin, MN CSA",M0,G3100,8258283223,75411078,+43.8901930,-092.4247444
464,464,"Rochester-Batavia-Seneca Falls, NY","Rochester-Batavia-Seneca Falls, NY CSA",M0,G3100,10574699231,5305870574,+43.1128618,-077.5353526
466,466,"Rockford-Freeport-Rochelle, IL","Rockford-Freeport-Rochelle, IL CSA",M0,G3100,5483729858,31257862,+42.2335975,-089.3072846
468,468,"Rocky Mount-Wilson-Roanoke Rapids, NC","Rocky Mount-Wilson-Roanoke Rapids, NC CSA",M0,G3100,6926850430,78898545,+36.0944252,-077.6898413
470,470,"Rome-Summerville, GA","Rome-Summerville, GA CSA",M0,G3100,2132207146,22694649,+34.3419652,-085.2500577
472,472,"Sacramento-Roseville, CA","Sacramento-Roseville, CA CSA",M0,G3100,18873050246,636819552,+38.9116474,-121.0478075
474,474,"Saginaw-Midland-Bay City, MI","Saginaw-Midland-Bay City, MI CSA",M0,G3100,4555839115,558736832,+43.5465344,-084.1001415
476,476,"St. Louis-St. Charles-Farmington, MO-IL","St. Louis-St. Charles-Farmington, MO-IL CSA",M0,G3100,23019459503,582033088,+38.6843841,-090.2644483
482,482,"Salt Lake City-Provo-Orem, UT","Salt Lake City-Provo-Orem, UT CSA",M0,G3100,60493964353,5202079423,+40.6892617,-112.5553407
488,488,"San Jose-San Francisco-Oakland, CA","San Jose-San Francisco-Oakland, CA CSA",M0,G3100,26260249319,3827874513,+37.7562290,-122.0052081
490,490,"San Juan-Carolina, PR","San Juan-Carolina, PR CSA",M0,G3100,4845203479,2042099291,+18.2763524,-066.1475458
496,496,"Savannah-Hinesville-Statesboro, GA","Savannah-Hinesville-Statesboro, GA CSA",M0,G3100,7595359685,859952737,+32.0773532,-081.4557933
500,500,"Seattle-Tacoma, WA","Seattle-Tacoma, WA CSA",M0,G3100,31833929527,3321933900,+47.4827286,-122.1770307
512,512,"Sioux City-Vermillion, IA-SD-NE","Sioux City-Vermillion, IA-SD-NE CSA",M0,G3100,8674214926,70075568,+42.6164968,-096.4394142
515,515,"South Bend-Elkhart-Mishawaka, IN-MI","South Bend-Elkhart-Mishawaka, IN-MI CSA",M0,G3100,6274334087,2710043108,+41.7881217,-086.3674572
518,518,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID","Spokane-Spokane Valley-Coeur d'Alene, WA-ID CSA",M0,G3100,17833794761,457477065,+48.0888887,-117.4025747
520,520,"Springfield-Branson, MO","Springfield-Branson, MO CSA",M0,G3100,10627487949,206768177,+37.1734670,-093.1899430
521,521,"Springfield-Greenfield Town, MA","Springfield-Greenfield Town, MA CSA",M0,G3100,4775278895,156149103,+42.3648332,-072.6194063
522,522,"Springfield-Jacksonville-Lincoln, IL","Springfield-Jacksonville-Lincoln, IL CSA",M0,G3100,8624374521,57570751,+39.7906582,-089.6911566
524,524,"State College-DuBois, PA","State College-DuBois, PA CSA",M0,G3100,5839504801,31811162,+40.9627388,-078.1493856
525,525,"Steamboat Springs-Craig, CO","Steamboat Springs-Craig, CO CSA",M0,G3100,18402418105,35635157,+40.5718455,-107.8253524
532,532,"Syracuse-Auburn, NY","Syracuse-Auburn, NY CSA",M0,G3100,7968122063,1466331345,+43.1571707,-076.1997477
533,533,"Tallahassee-Bainbridge, FL-GA","Tallahassee-Bainbridge, FL-GA CSA",M0,G3100,7730634817,624014500,+30.4810811,-084.3381662
534,534,"Toledo-Port Clinton, OH","Toledo-Port Clinton, OH CSA",M0,G3100,4191743069,1528643470,+41.5553128,-083.5170883
536,536,"Tucson-Nogales, AZ","Tucson-Nogales, AZ CSA",M0,G3100,26997918760,8361101,+32.0303140,-111.6738540
538,538,"Tulsa-Muskogee-Bartlesville, OK","Tulsa-Muskogee-Bartlesville, OK CSA",M0,G3100,21354029373,661970467,+36.1790447,-095.9661688
540,540,"Tyler-Jacksonville, TX","Tyler-Jacksonville, TX CSA",M0,G3100,5113890438,96940568,+32.1074586,-095.2205261
544,544,"Victoria-Port Lavaca, TX","Victoria-Port Lavaca, TX CSA",M0,G3100,5804139618,1398287127,+28.6066707,-096.9829705
545,545,"Virginia Beach-Norfolk, VA-NC","Virginia Beach-Norfolk, VA-NC CSA",M0,G3100,10823499420,7354100053,+36.4268536,-076.1881668
546,546,"Visalia-Porterville-Hanford, CA","Visalia-Porterville-Hanford, CA CSA",M0,G3100,16093359331,42860146,+36.1849055,-119.0205767
548,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",M0,G3100,32708652754,5210187270,+38.9943635,-077.1890457
554,554,"Wausau-Stevens Point-Wisconsin Rapids, WI","Wausau-Stevens Point-Wisconsin Rapids, WI CSA",M0,G3100,10405616740,252850823,+44.8244788,-089.7547087
556,556,"Wichita-Arkansas City-Winfield, KS","Wichita-Arkansas City-Winfield, KS CSA",M0,G3100,15897021598,110169522,+37.5514954,-097.2950178
558,558,"Williamsport-Lock Haven, PA","Williamsport-Lock Haven, PA CSA",M0,G3100,5481929223,62635811,+41.3059104,-077.2938930
566,566,"Youngstown-Warren, OH-PA","Youngstown-Warren, OH-PA CSA",M0,G3100,5786854690,115956236,+41.1279201,-080.6175542
